"R85",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"R86",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"R87",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S0",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S3",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
"S4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S5",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"S6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S12",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S14",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S15",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S16",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S18",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S20",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S21",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"S22",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S23",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"S24",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S25",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S26",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S27",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S28",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"S29",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S30",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S31",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S32",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S33",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S34",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S35",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S36",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S37",0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
"S38",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S39",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S40",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S41",1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"S42",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S43",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S44",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S45",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S46",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S48",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S50",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S52",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S55",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S56",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S58",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S59",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S60",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S62",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S64",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S66",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S68",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S70",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S71",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S73",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S74",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S75",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S77",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S78",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S79",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S81",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S82",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"S83",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S84",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S85",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S86",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S88",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S89",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S91",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S93",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S95",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S98",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S100",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S101",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"S102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S103",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S105",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S106",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S107",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S108",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S109",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S110",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S111",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S112",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S113",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S114",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S115",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S116",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S118",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S119",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S120",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S121",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S122",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S123",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S124",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S125",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S126",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S127",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S128",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"S129",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
